k,m,run_id,run_index,is_best_run,base_seed,run_seed,T,sampler,sampler_params_json,d_max,points_json,subset,witness_json,delta,history_json
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,"[[0.13310371290192255, -0.454276294624356, 0.3278051909463881, 0.41084883091261554], [-0.8435156838398703, 0.08281145919724497, -0.20485315974811652, -0.010883322757612685], [0.5777295588831884, 0.5109784245618252, 0.04337954699149836, 0.7405527234221538], [-0.5324650354172759, 0.22849833762979935, -0.5941765813914739, 0.5443362894496273], [-0.12182274039701482, -0.44872683398462176, 0.8056444441674655, -0.1018336270116107], [0.19240971745789298, 0.7667128851599767, 0.19672702193013575, 0.5973314054909948]]",__POINTS__,,,"[{""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.13310371290192255, -0.454276294624356, 0.3278051909463881, 0.41084883091261554]}], ""d"": 1, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.8435156838398703, 0.08281145919724497, -0.20485315974811652, -0.010883322757612685]}], ""d"": 2, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.5777295588831884, 0.5109784245618252, 0.04337954699149836, 0.7405527234221538]}], ""d"": 3, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.5324650354172759, 0.22849833762979935, -0.5941765813914739, 0.5443362894496273]}], ""d"": 4, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.12182274039701482, -0.44872683398462176, 0.8056444441674655, -0.1018336270116107]}], ""d"": 5, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.4445212991376179, 0.6719688322143312, 0.4613240346681516, 0.521019472438038]}, {""attempt"": 2, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.9819518876839745, -0.1863425114196111, -0.23486483703469516, -0.37311725156088116]}, {""attempt"": 3, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.757892668890076, -0.0764942978247584, -0.5640071405789877, -0.5534841492912085]}, {""attempt"": 4, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.6522794909133203, 0.47667191567033174, -0.5840509880560383, 0.20374466163375568]}, {""attempt"": 5, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.19240971745789298, 0.7667128851599767, 0.19672702193013575, 0.5973314054909948]}], ""d"": 6, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.16330806909366172, 0.3565809200986933, -0.8230693076543958, -0.18056515517352442]}, {""attempt"": 2, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.39287246430798484, -0.1691963723141976, 0.919301363406738, -0.532435433521828]}, {""attempt"": 3, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-1.0229993440743206, -0.2035731889621039, 0.09893592579575826, 0.3563585671198162]}, {""attempt"": 4, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.5908526035748853, -0.25971618444968236, -0.34434072287972706, 0.6389853783475994]}, {""attempt"": 5, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.6511219557824798, -0.5784401492323253, -0.4692968481025687, 0.2537553864805449]}, {""attempt"": 6, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.6348211870555678, -0.39280924717973287, 0.14575885540776423, 0.5751577990312124]}], ""d"": 7, ""success"": false}]"
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,1,"[0.1323197341076075, -0.45490801097030154, 0.36880662932280955]",0.003449678351745041,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,2,"[-0.8426116858482318, 0.08253591230756721, -0.10733480184797045]",0.018813611084716,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,3,"[0.5452665843176889, 0.04406576409579038, 0.7410412483138439]",0.002230232167567926,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,4,"[-0.18411553193337707, -0.6288117720758435, 0.6629488947380785]",0.3068661285004334,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,5,"[-0.28442107875455047, 0.8051518326832308, -0.10163807951776879]",0.05343488174325249,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,6,"[0.19150516357189407, 0.7671899674121754, 0.39790804287167814]",0.08024452657068484,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,"1,2","[-0.3680365116915541, 0.08061824342850882, 0.2143294428936157]",0.35830008175646605,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,"1,3","[0.40486220661977285, -0.20864071371721743, 0.4906838222649546]",0.16709259189981987,
4,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",6,,"1,4","[-0.15198343785201032, -0.5941001537477252, 0.5442596890658034]",0.2895326450909421,
