k,m,run_id,run_index,is_best_run,base_seed,run_seed,T,sampler,sampler_params_json,d_max,points_json,subset,witness_json,delta,history_json
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,"[[0.09670555455240717, -0.33005120619010553, 0.23816452662734328, 0.29849929175070194, -0.6191839985539431], [0.1122403325563165, -0.277652235550823, -0.01475095086445252, -0.7489489374553738, 0.7720870609176369], [0.03673818018321423, 0.6271748156702769, 0.2601129942186137, -0.4780934095420595, 0.2051656767030961], [0.5158907150614386, -0.029320171989766847, -0.10856479504348546, -0.3998919791435453, 0.7179663146135145]]",__POINTS__,,,"[{""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.09670555455240717, -0.33005120619010553, 0.23816452662734328, 0.29849929175070194, -0.6191839985539431]}], ""d"": 1, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.1122403325563165, -0.277652235550823, -0.01475095086445252, -0.7489489374553738, 0.7720870609176369]}], ""d"": 2, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.03673818018321423, 0.6271748156702769, 0.2601129942186137, -0.4780934095420595, 0.2051656767030961]}], ""d"": 3, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.5158907150614386, -0.029320171989766847, -0.10856479504348546, -0.3998919791435453, 0.7179663146135145]}], ""d"": 4, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.4820923270314104, -0.3963340086651161, 0.5991256245453207, 0.41131528299837256, 0.4645395766289764]}, {""attempt"": 2, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [1.0176594438855076, -0.19311864351193214, -0.24340542794690423, -0.38668523324814646, 0.29269861034481687]}, {""attempt"": 3, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.0799744581138385, -0.5896670303906087, -0.57866528843195, 0.45662103156915773, 0.5216557771993637]}, {""attempt"": 4, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.5992176439794805, 0.20903550993712475, 0.10506262323956683, 0.19690481485387645, 0.7846249175618943]}, {""attempt"": 5, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.3688421062546206, 0.03671455054782947, 0.1570736155120683, 0.3429680765522904, -0.7916477898966752]}, {""attempt"": 6, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.28044502076025496, -0.3809109857443839, -0.16404498359562159, 0.8913121186749959, -0.5162247911297965]}], ""d"": 5, ""success"": false}]"
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,1,"[0.07582953821741033, -0.6191519250737756]",0.2411094553681563,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,2,"[-0.23227792152040702, 0.7720550131805026]",0.43501857846288927,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,3,"[0.30809910576870786, -0.13679284205534595]",0.4111704334037246,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,4,"[-0.005471526671234847, 0.7179983844200463]",0.4385830613286552,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,2","[-0.3180362693273518, -0.31803585900817066]",1.6528045168085423,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,3","[0.2114369609620853, -0.2381718709039037]",0.459837509877273,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,4","[0.8994983289450612, -0.21557423617317992]",1.2906325125502225,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"2,3","[-0.16725721145142766, 0.25458971337544517]",0.7197328667851433,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"2,4","[-0.11693782313062971, 0.744564589105318]",0.4889894532662833,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"3,4","[0.09037203326148302, 0.29807971813010203]",0.6516317899806214,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,2,3","[-0.19672563314075284, 0.192486407560762]",0.7760116406780975,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,2,4","[1.4235730671000206, -0.16922365393998295]",2.977359721756983,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,3,4","[0.37346662549341275, -0.005418416813004003]",0.7103899515706404,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"2,3,4","[-0.14547989228896246, 0.2661135878459598]",0.7211633570696067,
5,2,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,2,3,4","[-0.1490767022350881, 0.20579600856820687]",0.7833943206587402,
5,2,2,2,0,42,43,5,sphere-gaussian,"{""radial_std"": 0.15}",4,"[[0.11766547626026534, 0.3267343741913729, -0.2820977467467334, -0.43778271206658337, -0.9596325805955136], [0.00936280829587223, 0.11563837336038668, -0.44044643229286035, 0.6893953717796617, 0.5301583022434059], [-0.5014067345701116, -0.3217471117907999, -0.7203859503241928, 0.023961717824729344, -0.5558031201555887], [-0.6216582583716316, 0.07909699838831868, 0.29371176774000074, 0.02097706744432586, 0.002774923678561473]]",__POINTS__,,,"[{""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.11766547626026534, 0.3267343741913729, -0.2820977467467334, -0.43778271206658337, -0.9596325805955136]}], ""d"": 1, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.00936280829587223, 0.11563837336038668, -0.44044643229286035, 0.6893953717796617, 0.5301583022434059]}], ""d"": 2, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.5014067345701116, -0.3217471117907999, -0.7203859503241928, 0.023961717824729344, -0.5558031201555887]}], ""d"": 3, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.16020926791918186, -0.15775287768167717, 0.6851285363221764, -0.3234413287256038, -0.6987944823968685]}, {""attempt"": 2, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.6216582583716316, 0.07909699838831868, 0.29371176774000074, 0.02097706744432586, 0.002774923678561473]}], ""d"": 4, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.15704523863676892, 0.11207536058507422, -0.33145227095057006, 0.5410631414265251, -0.3461635882122549]}, {""attempt"": 2, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.8264126573767853, 0.011850912152151769, 0.15417568800085943, 0.20122296904273138, -0.15394238699706933]}, {""attempt"": 3, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.4045589181624575, -0.4308749806270339, -0.5807691202618377, 0.6726845937146263, 0.08524104923771209]}, {""attempt"": 4, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.49083306537485966, -0.44844786492760896, -0.417912377014959, 0.5023940897239938, -0.4840180972054368]}, {""attempt"": 5, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.044707107869130035, -0.5968331356033292, 0.4829505059692924, -0.6443542571523334, 0.11642269051498412]}, {""attempt"": 6, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.8008337453717609, -0.7078996687449314, -0.34344417848763875, -0.0634203020359893, 0.11434324061811657]}], ""d"": 5, ""success"": false}]"
5,2,2,2,0,42,43,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,1,"[0.2222855994993907, -0.5593112934195824]",0.27372859623203294,
5,2,2,2,0,42,43,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,2,"[-0.10555726448125256, 0.6100602676809461]",0.1869632708679564,
5,2,2,2,0,42,43,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,3,"[-0.513904470442098, -0.26537536141265095]",0.24777947389013366,
5,2,2,2,0,42,43,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,4,"[-0.6216903450299438, 0.09914022986232718]",0.053655567704631056,
5,2,2,2,0,42,43,5,sphere-gaussian,"{""radial_std"": 0.15}",4,,"1,2","[0.40831649897586186, -0.0309679514550865]",1.1821160790057643,
