k,m,run_id,run_index,is_best_run,base_seed,run_seed,T,sampler,sampler_params_json,d_max,points_json,subset,witness_json,delta,history_json
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,"[[0.263779003960347, -0.9002645073252418, 0.6496297126180367], [-0.7911275028585846, -0.5280222660916809, 0.05183815213089611], [-0.0153118908231611, -0.777429500499175, 0.8014475060882773], [0.04706522358882805, 0.8034726483891139, 0.33323033885200776], [0.27076107600942545, -0.7040746649886194, 0.6450159811715763]]",__POINTS__,,,"[{""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.263779003960347, -0.9002645073252418, 0.6496297126180367]}], ""d"": 1, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.7911275028585846, -0.5280222660916809, 0.05183815213089611]}], ""d"": 2, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [-0.0153118908231611, -0.777429500499175, 0.8014475060882773]}], ""d"": 3, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.04706522358882805, 0.8034726483891139, 0.33323033885200776]}], ""d"": 4, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": true, ""num_failed_subsets"": 0, ""point"": [0.27076107600942545, -0.7040746649886194, 0.6450159811715763]}], ""d"": 5, ""success"": true}, {""attempts"": [{""attempt"": 1, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.12792928450212662, -0.47121992676799035, 0.8460285573085246]}, {""attempt"": 2, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.5877967540071448, -0.4832349131763224, 0.7304909819220125]}, {""attempt"": 3, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.174330626506886, 0.18197082870739456, 0.9045923620452426]}, {""attempt"": 4, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.5245317379030358, -0.8332956217448668, 0.6307571366052723]}, {""attempt"": 5, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [-0.10575357937705135, -0.7797414396441272, -0.765193374937584]}, {""attempt"": 6, ""is_shattered"": false, ""num_failed_subsets"": 1, ""point"": [0.6770967950022736, 0.49480787126398473, -0.6062723995459889]}], ""d"": 6, ""success"": false}]"
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,1,"[0.2635907119547967, -0.900202027524874, 0.649341117370166]",1.226448219017029e-07,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,2,"[-0.7905265001492157, -0.5286111679189432, 0.05189446161368509]",7.111803766736663e-07,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,3,"[-0.015311890824228536, -0.7774295004989488, 0.801447506077454]",1.183353517782393e-22,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,4,"[0.046825185991248866, 0.8040555702139675, 0.3341273167473697]",1.2019852469100536e-06,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,5,"[0.2697351100885522, -0.7049574239614838, 0.6440695621355588]",2.7275784667022297e-06,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,"1,2","[-0.17523137256353474, -0.7985577833116321, 0.14209671041252436]",0.46066411673296165,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,"1,3","[0.12422669948114307, -0.8388360644317883, 0.7255171526994307]",0.029007202843877884,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,"1,4","[0.21224229606567263, 0.21224229606567274, -0.8333277167117108]",2.208955335663175,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,"1,5","[0.2679702765622649, -0.802196064781218, 0.6472565805996622]",0.009640617944610722,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,"2,3","[-0.4032196967272597, -0.6527258832231196, 0.4266428291416259]",0.30650200409271344,
3,3,1,1,0,42,42,5,sphere-gaussian,"{""radial_std"": 0.15}",5,,"2,4","[-0.37887528957805927, 0.04869128036711559, 0.42623949351756746]",0.3323835208034597,
