k,m,run_id,d_max,points_json,subset,witness_json,delta
2,6,1,8,"[[-2.8860632183908046, 0.921408045977012], [-2.573850574712644, 1.5915229885057478], [-2.1321839080459775, 2.170258620689655], [-1.3630747126436784, 2.5357758620689665], [1.7818965517241363, -3.053591954022988], [2.38347701149425, -2.8099137931034477], [2.6804597701149397, -2.170258620689655], [3.0688218390804582, -1.6981321839080454]]",__POINTS__,,
2,6,1,8,,1,"[-2.8861007662657423, -2.886100765683156, -2.886100765728798, -2.8861007657489908, 0.9214455827861516, 0.921373775469808]",8.222728476806666e-09
2,6,1,8,,2,"[-2.5736619830870073, -2.5741540944404253, -2.573644185689232, -2.573396507404947, 1.5914973310314036, 1.591073287247906]",5.793541026108203e-07
2,6,1,8,,3,"[-2.132183908044888, -2.1321839080445675, -2.1321839080458025, -2.132183908043912, -2.1321839080457146, 2.1702586206928554]",1.778411653490413e-23
2,6,1,8,,4,"[-1.3629332539042076, -1.3630747125827443, -1.363074712550504, 2.5359172959311342, 2.5356344777898463, 2.5359172962603393]",8.000725721198183e-08
2,6,1,8,,5,"[1.7822916621812894, 1.7813597474330018, 1.780968919078584, 1.7824120549268154, -3.0539991528860866, -3.0540019449170313]",1.9044204447058774e-06
2,6,1,8,,6,"[2.383021842005798, 2.3843042823173084, 2.3843042873620712, -2.809374894231391, -2.809878994374436, -2.808954172905834]",2.788435508893398e-06
2,6,1,8,,7,"[2.6783412534061264, 2.6817676796183383, 2.682250237693775, -2.1711714502610113, -2.1723508192860277, -2.171771447962473]",1.6903713615852415e-05
2,6,1,8,,8,"[3.0687591838990245, 3.068884494981561, 3.068821839080459, -1.6981948357927923, -1.6980695320298345, -1.6981948361590025]",1.962725475915067e-08
2,6,1,8,,"1,2","[-2.7301383840156954, -2.729885300621691, -2.7304185220706354, -2.730326713562946, -2.7292814976782553, 1.2565894188642657]",0.23411028708237963
2,6,1,8,,"1,3","[-2.509123547962635, -2.509123547281978, -2.509123547330111, -2.5091235473301103, -0.6053879285777023, 1.5458333013366847]",3.289346909484288
2,6,1,8,,"1,4","[-2.021701186697813, -2.0217011870143913, -2.02170118735082, -2.0217011873508195, -0.19046309157352398, 1.383388415400987]",4.438170173592996
2,6,1,8,,"1,5","[-0.5520833296778803, -2.9698275995804946, -2.969827599868476, -2.9698275998684753, -2.969827599868475, -1.0660919474393145]",9.42568423311513
2,6,1,8,,"1,6","[0.8770554178566665, -3.7766202640268776, -3.776759482724164, -3.7769118997712945, -0.1745700446233424, -0.17729505872715146]",18.94942141778241
2,6,1,8,,"1,7","[-0.09945308826410239, -2.519916064508326, -2.51939395181299, -2.51921175099118, -2.519786909072795, -0.6104466100393764]",10.649023127733688
2,6,1,8,,"1,8","[0.11464401525229262, -2.2464829461308176, -2.2454383870513386, -2.2470611102818574, -0.331664785624303, -0.3299039389486405]",13.36800390031448
2,6,1,8,,"2,3","[-2.3528677202417603, -2.352525769940244, -2.3528259102309903, -2.353753388515241, -2.352709571586149, 1.8805826060428872]",0.3275715706133934
2,6,1,8,,"2,4","[-1.968462631718527, 0.11422413207161455, 2.0636494182891254, 2.063649416920248, 2.0636494161352896, 2.0636494161351138]",3.4405199301839775
2,6,1,8,,"2,5","[-0.3959770114942532, 1.6867097701149412, 1.686709770114941, 1.6867097701149412, 1.6867097701149412, -0.7310344827586197]",10.173648558263968
2,6,1,8,,"2,6","[0.8770554178566669, -3.062176102903018, -3.0617847031757304, -3.0607490824846053, -3.062653804207102, 0.5652069428976261]",13.914617084259685
2,6,1,8,,"2,7","[0.05354969656472584, -2.371387689745535, -2.3726721935933455, -2.371780365907747, -2.3721891927661325, -0.2890051996914755]",10.602582095186746
2,6,1,8,,"2,8","[0.410408659164929, -2.1151717590789216, -2.114607112056437, -2.114229805555298, 0.23530776638054246, -0.04543087142269973]",14.057282908586732
2,6,1,8,,"3,4","[-1.7476293103445857, 2.35301724137921, 2.35301724137921, 2.35301724137921, 2.35301724137921, 2.35301724137921]",0.3148858057950225
2,6,1,8,,"3,5","[-0.11616603161300136, 2.0275642745273235, 2.027564274650623, 2.027564274295692, 2.0275642741646456, -0.41278732859959466]",10.817901161781643
2,6,1,8,,"3,6","[-0.8031200053115534, 2.6190069094581716, 2.619006910690798, 2.619006909970351, 2.619006909703785, -1.1033734415205558]",13.288577852120874
2,6,1,8,,"3,7","[0.2745683054344665, -2.151156488681399, -2.1513995212077917, -2.1511565743667718, -2.1513309754504752, 0.00047857742450254054]",10.501857424107406
2,6,1,8,,"3,8","[1.1626985097104616, -2.3156401946400895, -2.312646818696656, -2.3159205787554007, -2.3093657128946723, 0.990912794734269]",12.37848235138315
2,6,1,8,,"4,5","[0.2087232250808399, 2.1581490132552092, 2.1583511865509313, 2.158833967236564, 2.1588715218026735, -0.2591413471709967]",10.851304459967068
2,6,1,8,,"4,6","[-0.12747634044369663, -0.12726436745943986, 3.310642683297222, 3.309984892923007, 3.3070207626312462, -1.1033734382992317]",18.09197508775764
2,6,1,8,,"4,7","[0.659974859795939, 2.6083716187804358, 2.6082590581175102, 2.606230072307083, 2.6062983403851927, 0.183758598800092]",9.645175952552986
2,6,1,8,,"4,8","[0.8526795914468617, -1.5311812354612149, -1.530977565046698, -1.5308475270972195, -1.5299909836566086, 0.41866497438250333]",9.50418557651372
2,6,1,8,,"5,6","[2.082997443811959, -2.93147137538562, -2.932113690720385, -2.9317407635059274, -2.932420540663908, -2.931784944853398]",0.1646993229265621
2,6,1,8,,"5,7","[1.7588921137759992, 1.7583997336424209, 1.757406952270883, -2.131220392605346, -2.1320293646490156, -2.129227737554446]",2.556177153239843
2,6,1,8,,"5,8","[2.425359195849611, 2.425359195849611, 2.425359195849611, 2.425359195849611, 0.04203739146148156, -2.3754635883463853]",5.14314467542488
2,6,1,8,,"6,7","[2.531473046232711, 2.5321268399865313, 2.531966987060478, 2.5320729797944943, 2.5327778665552754, -2.4903535266424335]",0.21253914167042626
2,6,1,8,,"6,8","[2.7261494538786057, 2.7261494551419285, 2.726149454987378, 2.7261494549798995, 0.3426724283778704, -2.254023007601774]",4.943595525333599
2,6,1,8,,"7,8","[2.8743964301553513, 2.8738542632587496, 2.874381025889697, 2.8747760381180023, 2.8755808517226074, -1.9340182070400067]",0.24425889306698356
2,6,1,8,,"1,2,3","[-2.5094094466743924, -2.509331390307787, -2.509230367894605, -2.5096740331438387, -2.5092070592517355, 1.5465785384361341]",1.1003254593455796
2,6,1,8,,"1,2,4","[-2.0825637116400078, -2.0839832223577077, -2.0849068805469995, -2.083472870575855, -0.10862414723760308, 1.7332755409995866]",4.295041669991004
2,6,1,8,,"1,2,5","[-0.5033633311017763, 1.525753072293747, 1.526155597566049, 1.525713603978442, 1.525430957209394, -0.8581158287435485]",10.304945370299397
2,6,1,8,,"1,2,6","[0.8770554178566748, -3.08197869060391, -3.082046680295448, -3.070032009406632, -3.078561852423266, 0.6304624828564124]",14.393403820937456
