k,m,run_id,d_max,points_json,subset,witness_json,delta
2,2,1,3,"[[-1.4544540229885063, -1.4163793103448272], [0.07614942528735558, 1.8199712643678172], [2.1550287356321824, -1.6067528735632184]]",__POINTS__,,
2,2,1,3,,1,"[-1.453850421081433, -1.4158733043282041]",6.203773510814483e-07
2,2,1,3,,2,"[0.07619515630470579, 1.8203358328341706]",1.3500149260712226e-07
2,2,1,3,,3,"[2.1549748866545597, -1.6064081531695302]",1.2173186221553184e-07
2,2,1,3,,"1,2","[-0.6895689157575826, 0.20199301230163266]",3.204178201971759
2,2,1,3,,"1,3","[0.3502873563218054, -1.5115660919546483]",3.2661519712982456
2,2,1,3,,"2,3","[1.1155890804597748, 0.10660919540230265]",4.016044377613088
2,2,1,3,,"1,2,3","[0.4131583465895087, -0.31953211647899166]",4.691049729692166
