row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
POINT,0,,-0.9061182141,,,,,
POINT,1,,-0.8257089853,,,,,
WITNESSES,,,,,,,,
SUBSET_WITNESS,,{},,0.8281288147,-0.4818252921,,,1
SUBSET_WITNESS,,{0},,-2.451954842,2.537747383,2.389611006,2.644675493,1
SUBSET_WITNESS,,{1},,0.7201264501,2.537747383,2.38960743,2.644671679,1
SUBSET_WITNESS,,"{0,1}",,-0.8659136295,1,,,1
