row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
POINT,0,,1.121396899,,,,,
POINT,1,,0.4390221238,,,,,
WITNESSES,,,,,,,,
SUBSET_WITNESS,,{},,-0.9827131629,-0.7896069884,,,1
SUBSET_WITNESS,,{0},,1.670073509,0.6577588916,0.3010460138,1.515487671,1
SUBSET_WITNESS,,{1},,-0.1096544415,0.6577588916,0.3010459542,1.515487313,1
SUBSET_WITNESS,,"{0,1}",,0.7802095413,1,,,1
