row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
SUBSET_WITNESS,,"{4,5}",,-0.2178404182;-3.018318176;-1.139251947;1.26564312,6.693490028,6.029829949,7.302821739,1
SUBSET_WITNESS,,"{0,1,2}",,-1.009976029;1.34161675;-0.192461729;0.5027612448,2.594915152,2.491395446,3.207459845,1
SUBSET_WITNESS,,"{0,1,3}",,-0.2859325111;0.8407393098;0.03889896721;-0.1038741842,1.567886353,1.550530096,1.679132056,1
SUBSET_WITNESS,,"{0,1,4}",,0.2086296678;0.7891300321;-0.7386928797;0.1844221503,2.589709282,2.190538859,2.760888938,1
SUBSET_WITNESS,,"{0,1,5}",,-0.8132845759;2.450431347;2.449730396;0.6950675845,8.031067848,7.553662963,8.247660214,1
SUBSET_WITNESS,,"{0,2,3}",,-0.9429772496;-0.02170941234;-0.6305946112;-0.09567625076,1.265578508,1.21463764,2.158678515,1
SUBSET_WITNESS,,"{0,2,4}",,-0.4041236937;0.7283601165;-0.6523759961;0.9239294529,1.935391188,1.437956528,3.808809559,1
SUBSET_WITNESS,,"{0,2,5}",,-1.1559093;-1.132300854;0.8004219532;0.7598419785,1.847025275,1.66730484,3.363993481,1
SUBSET_WITNESS,,"{0,3,4}",,-0.1844457835;-0.7057124972;-0.2264918089;0.005078395363,1,1.05286371,2.409170295,1
SUBSET_WITNESS,,"{0,3,5}",,-1.2675668;-0.687097609;-0.416244328;0.03267159685,1.500525236,1.509902263,1.730843841,1
SUBSET_WITNESS,,"{0,4,5}",,-0.7977830172;-1.044086576;-0.9529982805;1.248659611,2.81298089,2.821616516,3.451017793,1
SUBSET_WITNESS,,"{1,2,3}",,-0.9637424946;0.8895697594;-0.2792373896;-0.5499135852,1.981482744,1.663272088,2.948301077,1
SUBSET_WITNESS,,"{1,2,4}",,-0.5894179344;1.368098736;-0.6944745779;0.1548965573,2.231109142,1.985227784,2.648320267,1
SUBSET_WITNESS,,"{1,2,5}",,-1.860498548;0.8241559267;-0.6798319221;0.1496512294,3.048762083,2.878689632,4.031225727,1
SUBSET_WITNESS,,"{1,3,4}",,-0.3424773216;1.061237693;-1.238309264;-0.7673777938,2.252668858,1.929150571,4.159519404,1
SUBSET_WITNESS,,"{1,3,5}",,-2.0050776;-0.3358909488;0.8004106283;-0.8966524601,3.637381554,3.356710986,3.749855535,1
SUBSET_WITNESS,,"{1,4,5}",,0.7039684057;-2.742479801;-3.202363491;-0.5954784155,12.25983429,11.94937587,12.73717143,1
SUBSET_WITNESS,,"{2,3,4}",,-0.601397872;-2.034231663;-0.10328421;-0.5521917939,3.382264376,3.10716626,3.771667905,1
SUBSET_WITNESS,,"{2,3,5}",,-1.734660029;-0.242901966;-0.1025752351;-0.1655754298,2.367444515,1.849356769,2.991524983,1
SUBSET_WITNESS,,"{2,4,5}",,-0.5682533383;-2.608818769;-0.8589308858;0.2505729198,4.095473289,3.705304516,4.296707923,1
SUBSET_WITNESS,,"{3,4,5}",,-1.297427654;-0.8882234693;-0.871692121;-0.8633573055,4.268790245,4.305920175,4.539824814,1
SUBSET_WITNESS,,"{0,1,2,3}",,-0.7867841125;0.9767308235;-0.1844885349;-0.005006941967,1.938738108,1.900652081,2.24622702,1
SUBSET_WITNESS,,"{0,1,2,4}",,-0.5209366679;1.231394172;-0.336260885;0.4179885089,2.493985176,2.159390159,3.394623862,1
SUBSET_WITNESS,,"{0,1,2,5}",,-1.454502821;0.8413466215;-0.3054478765;0.6007043123,3.573864698,3.367997572,4.443800077,1
SUBSET_WITNESS,,"{0,1,3,4}",,-0.04877979681;0.5137171149;-1.035393715;-0.202588886,2.543803215,1.944196768,2.902561635,1
SUBSET_WITNESS,,"{0,1,3,5}",,-1.27828753;-0.6709057093;-0.5162752271;-0.7622403502,3.528492212,3.554130462,3.595153,1
SUBSET_WITNESS,,"{0,1,4,5}",,-0.686283648;2.484573126;2.484617949;-1.320061088,12.69336987,12.5457774,12.7152451,1
SUBSET_WITNESS,,"{0,2,3,4}",,-0.4747436643;0.472622931;-0.244345367;0.325158596,2.152642012,1.791281977,2.422690032,1
SUBSET_WITNESS,,"{0,2,3,5}",,-1.541908979;-0.7107945681;-0.1174665987;0.02600570209,2.33291626,2.040540983,3.918372668,1
SUBSET_WITNESS,,"{0,2,4,5}",,-0.7637793422;-1.450747371;0.06552194059;1.021194458,2.778653145,2.620429765,4.498080124,1
SUBSET_WITNESS,,"{0,3,4,5}",,-1.224989772;-0.7541502714;-0.9785229564;-0.7267512083,3.961896658,3.793340335,4.18021357,1
SUBSET_WITNESS,,"{1,2,3,4}",,-0.8846204877;1.054891825;-0.8628952503;-0.05438899249,2.445312738,2.141616338,2.848544955,1
SUBSET_WITNESS,,"{1,2,3,5}",,-1.688996077;0.438031435;-0.6286649704;-0.2385449857,3.045720339,2.722550929,3.518910043,1
SUBSET_WITNESS,,"{1,2,4,5}",,-1.480991483;1.802633166;-1.054124355;0.3710479736,6.028223038,5.648724729,6.261633985,1
SUBSET_WITNESS,,"{1,3,4,5}",,-1.330476284;-0.9601196647;-0.7697805762;-1.125622511,5.12928915,5.078830829,5.322538334,1
SUBSET_WITNESS,,"{2,3,4,5}",,-1.060075879;-2.02752614;-1.308457017;-0.3771588504,4.069138527,3.847922936,4.4426011,1
SUBSET_WITNESS,,"{0,1,2,3,4}",,-0.1916687042;0.8653392792;-0.1690799296;-0.1716625541,2.592237234,1.981336766,5.830574198,1
SUBSET_WITNESS,,"{0,1,2,3,5}",,-1.21341157;0.4318183064;-0.2595922649;-0.1460318565,3.032740831,2.198346891,3.219060145,1
SUBSET_WITNESS,,"{0,1,2,4,5}",,-0.8608860373;0.9906651378;-0.4640139043;0.6380271316,3.337760448,2.790690773,3.701690178,1
SUBSET_WITNESS,,"{0,1,3,4,5}",,-1.257360339;-0.8599113226;-0.8937865496;-1.001816273,5.058263302,4.957528215,5.18336014,1
SUBSET_WITNESS,,"{0,2,3,4,5}",,-0.8934320211;-0.5278490186;-0.02417434193;0.3445275724,2.77921176,1.792458256,3.778707263,1
SUBSET_WITNESS,,"{1,2,3,4,5}",,-1.538599253;1.129963756;0.3990983367;-0.9158115387,5.914156914,5.468610887,6.176397659,1
SUBSET_WITNESS,,"{0,1,2,3,4,5}",,-0.8911956549;0.5428763032;-0.09351442009;0.1072845235,3.261986017,,,1
