row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
POINT,0,,-0.3293995857;-0.628092289;0.1059198305;0.7426790595,,,,,
POINT,1,,-0.6329310536;1.240612864;-0.685377717;-0.9450179935,,,,,
POINT,2,,-1.288158059;0.5599845052;-0.240607515;0.6533769369,,,,,
POINT,3,,-0.6224429607;-0.5390531421;-0.0291113276;-0.8861498833,,,,,
POINT,4,,0.3985052407;-0.9499920011;-0.7562839389;0.1587060094,,,,,
POINT,5,,-2.10188365;-0.7956542373;-0.007170372643;0.8429146409,,,,,
WITNESSES,,,,,,,,
SUBSET_WITNESS,,{},,1.512795806;1.793648005;-0.8058700562;0.5950878263,1,,,1
SUBSET_WITNESS,,{0},,-0.5942179561;-0.2287315577;0.1572094858;0.9966344237,0.81859833,0.2503917431,1.379710004,1
SUBSET_WITNESS,,{1},,-0.6329310536;1.240612864;-0.685377717;-0.9450179935,1,0,1.664897644,1
SUBSET_WITNESS,,{2},,-1.288158059;0.5599845052;-0.240607515;0.6533769369,1,0,1.316791423,1
SUBSET_WITNESS,,{3},,-0.6224429607;-0.5390531421;-0.0291113276;-0.8861498833,1,0,1.664897644,1
SUBSET_WITNESS,,{4},,0.7249774933;-1.089547515;-0.7190900445;-0.1519675702,0.8239150643,0.2239613432,2.199831084,1
SUBSET_WITNESS,,{5},,-2.10188365;-0.7956542373;-0.007170372643;0.8429146409,1,0,1.316791423,1
SUBSET_WITNESS,,"{0,1}",,-0.00900579989;1.406241775;0.1969442517;-0.1211504787,2.174134016,1.983471672,2.390917435,1
SUBSET_WITNESS,,"{0,2}",,-0.8087788224;-0.0340538919;-0.06734384596;0.6980279684,1,0.6147000499,1.697628187,1
SUBSET_WITNESS,,"{0,3}",,-0.6243649125;-0.4758051634;-0.1293502599;-0.191317603,1.220587492,1.037897723,1.436457746,1
SUBSET_WITNESS,,"{0,4}",,0.03455282748;-0.7890421152;-0.3251820505;0.4506925344,1,0.4294711817,2.36894346,1
SUBSET_WITNESS,,"{0,5}",,-1.231154203;-0.8017517924;-0.8548954725;1.401743293,2.480558634,2.200850694,2.794977132,1
SUBSET_WITNESS,,"{1,2}",,-0.9605445862;0.9002987146;-0.4629926085;-0.1458205283,1,0.9113159999,1.882920459,1
SUBSET_WITNESS,,"{1,3}",,-0.6276869774;0.3507798612;-0.3572445214;-0.9155839682,1,0.9003679614,2.586173276,1
SUBSET_WITNESS,,"{1,4}",,0.009556744248;1.265974045;-0.6841935515;-0.6659299135,2.105328083,1.659653371,2.466925915,1
SUBSET_WITNESS,,"{1,5}",,-1.058836579;2.805755615;2.805904865;0.6222648025,10.29572105,10.01797619,10.60196109,1
SUBSET_WITNESS,,"{2,3}",,-1.248044372;0.2944143713;-0.4025279284;-0.4315150678,1.419295669,1.344847329,1.617345184,1
SUBSET_WITNESS,,"{2,4}",,-0.4643373787;1.18238616;-1.041935205;0.7258299589,2.37190485,1.770646487,2.521658675,1
SUBSET_WITNESS,,"{2,5}",,-1.695020914;-0.117834866;-0.1238889471;0.7481458187,1,0.6475808509,2.178126154,1
SUBSET_WITNESS,,"{3,4}",,-0.11196886;-0.7445225716;-0.3926976323;-0.3637219369,1,0.7079273909,1.53357463,1
SUBSET_WITNESS,,"{3,5}",,-1.955447435;-0.6486763954;-0.2328669578;-0.4737264514,2.046792269,2.000527591,2.753247126,1
