row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
SUBSET_WITNESS,,"{0,2}",,0.06808751076;-0.3402450979;0.4735218883;0.1629552394;-1.545113564;-0.05570629612;2.095827103,4.061597824,4.065505562,9.31086173,1
SUBSET_WITNESS,,"{0,3}",,-0.8236783147;0.06716389954;1.428122997;-0.1008541211;-0.1148032174;0.3792407215;0.9008456469,1.963687539,1.447129154,4.613772556,1
SUBSET_WITNESS,,"{0,4}",,-0.3649868369;-0.3962046206;0.9775966406;-1.680752158;-0.2869417071;0.004502743017;0.2395599633,4.523820877,4.296067193,5.538868881,1
SUBSET_WITNESS,,"{0,5}",,0.6647976041;-0.9546925426;2.297903299;0.9354865551;-0.5534416437;0.2912918031;1.234843612,5.452353001,5.059666105,6.116558482,1
SUBSET_WITNESS,,"{1,2}",,-0.328330487;0.3435447514;-1.442842364;-0.7667645216;-2.762029886;0.2945337296;-0.1139215901,8.996149063,8.490710773,9.200554988,1
SUBSET_WITNESS,,"{1,3}",,-1.593357444;0.3250802755;-1.190182686;-0.8337709904;-1.952284217;0.8598928452;-0.2649851441,5.905011177,5.640098129,6.944680103,1
SUBSET_WITNESS,,"{1,4}",,-0.5535619259;0.8711118102;-0.8185190558;-0.5505399108;-1.746780276;0.6568928957;-1.046004295,6.52260828,6.127901978,7.009167601,1
SUBSET_WITNESS,,"{1,5}",,-1.177838683;3.140999556;1.140252352;1.117669821;-1.332652569;0.09196932614;-0.8607000113,10.14299679,9.953803854,10.42839934,1
SUBSET_WITNESS,,"{2,3}",,0.2658078671;0.7040711045;1.008430362;0.2093798518;-0.1017484292;0.3899671435;0.79797858,2.767876148,2.321734206,3.149552833,1
SUBSET_WITNESS,,"{2,4}",,0.710491538;0.2985894978;-1.010577917;-0.09153299779;0.9600596428;1.09326601;0.3523818851,2.167381287,2.167728886,3.410003163,1
SUBSET_WITNESS,,"{2,5}",,1.128684759;1.043528318;1.952519655;0.4766078293;-0.3723926246;-0.4263010025;0.3536683023,2.618077993,2.349089543,5.179034474,1
SUBSET_WITNESS,,"{3,4}",,-0.157082513;0.3967207372;0.2319211364;0.06513059884;1.83890152;0.6443902254;0.03744560853,1.851697564,1.145466842,3.309213465,1
SUBSET_WITNESS,,"{3,5}",,0.766610384;0.9827121496;2.33432436;0.8514326215;0.9680433869;1.070480347;0.5994380713,3.235528231,3.221269558,4.879227504,1
SUBSET_WITNESS,,"{4,5}",,1.154465556;-0.2535429001;2.119466305;1.795305729;0.204921633;0.8469669223;-0.5945558548,2.26261878,1.227678786,5.461647569,1
SUBSET_WITNESS,,"{0,1,2}",,-0.5311058164;0.2920416296;-1.312995315;-0.8230555058;-2.229304314;0.2081014663;-0.005709111225,7.352929592,6.90491654,7.534190204,1
SUBSET_WITNESS,,"{0,1,3}",,-1.327078342;1.202018857;1.408456564;1.105023861;-1.367899776;0.5514852405;-0.04406886175,6.217010021,5.840489941,8.365081332,1
SUBSET_WITNESS,,"{0,1,4}",,-0.8230774403;1.243590832;-0.6782267094;-0.6757765412;-1.667073131;0.1896873862;-0.07436336577,6.63946867,6.427838204,7.860664382,1
SUBSET_WITNESS,,"{0,1,5}",,-1.353084207;1.093443632;3.856683731;1.079869866;-1.488690019;-0.2728182673;-0.2279995084,12.36895275,12.31996978,12.69513156,1
SUBSET_WITNESS,,"{0,2,3}",,0.06121947244;-0.113616243;0.6306322217;0.1346500367;-0.6612417102;0.7880237699;1.271463037,3.401220322,3.433226945,4.680429934,1
SUBSET_WITNESS,,"{0,2,4}",,-0.08415087312;-0.3394790888;0.6018081903;-1.328547716;-0.003534403164;-0.01555476431;0.4792665541,4.018932819,3.91841076,4.391605314,1
SUBSET_WITNESS,,"{0,2,5}",,0.8515664339;-0.8096703291;1.832882881;0.5310857296;-0.8714569211;-0.003094061278;1.313206077,5.049500942,4.861366913,5.599727092,1
SUBSET_WITNESS,,"{0,3,4}",,-0.2073373497;-0.2901725471;2.002024889;0.4374626279;-0.1786931157;0.2185488045;0.6238713264,3.4212358,2.633601972,4.373606484,1
SUBSET_WITNESS,,"{0,3,5}",,0.473284632;-1.111008763;2.527224064;1.118871212;-0.4570666254;0.384169966;1.482598543,7.189117908,6.962256275,7.982054587,1
SUBSET_WITNESS,,"{0,4,5}",,0.2900302112;-0.7942187786;2.379767179;0.3595666885;0.482115984;-1.327613592;0.6612395048,4.690838814,4.487474536,7.448084007,1
SUBSET_WITNESS,,"{1,2,3}",,-0.4860787392;0.05558209494;-3.112262964;0.3851751685;0.159668833;0.1781891137;-0.02803957649,9.994141579,10.07704791,10.24347845,1
SUBSET_WITNESS,,"{1,2,4}",,-0.1703495383;0.2046325058;-1.278697014;-0.7421199679;-2.307149172;-0.07514876872;-0.4575444758,7.742087841,7.451835166,9.635227398,1
SUBSET_WITNESS,,"{1,2,5}",,0.901073873;1.829340935;1.264112473;-1.071320534;-3.227517128;0.6121833324;-0.5231855512,11.72424412,11.58262935,12.99577107,1
SUBSET_WITNESS,,"{1,3,4}",,-0.8197525144;0.4941098988;-0.8749626875;-0.5582922697;-1.606271505;0.7540082335;-0.7022610903,6.570044041,6.270175807,7.245082193,1
SUBSET_WITNESS,,"{1,3,5}",,-1.207488894;3.094067097;1.076123953;1.308700681;-0.9738630652;0.535136044;-0.9285207391,10.34248638,10.3087176,10.82483053,1
SUBSET_WITNESS,,"{1,4,5}",,-0.2953757346;1.401676893;-1.045276523;-0.6160523891;-1.703978658;-0.03545925766;-1.31431365,7.930532932,7.868552089,10.52237477,1
SUBSET_WITNESS,,"{2,3,4}",,0.3629113436;-0.9629483819;-0.6814742088;-0.004740103614;1.827472687;0.863558352;0.7849531174,2.531265259,2.220692095,5.175813784,1
SUBSET_WITNESS,,"{2,3,5}",,0.8834077716;0.7206601501;1.457520962;0.8128985167;0.534830451;0.3429890573;0.5300871134,3.072122812,2.969338416,3.492696953,1
SUBSET_WITNESS,,"{2,4,5}",,1.048903346;-0.06143964455;1.580494761;-0.002555799205;-0.2671683729;-0.5310658216;0.2973470986,2.986755848,2.707240789,4.821341831,1
SUBSET_WITNESS,,"{3,4,5}",,0.463103503;0.6157417893;2.293835402;1.023518085;0.5817025304;0.5487071872;0.06542950869,2.651185036,2.40113405,3.884440605,1
SUBSET_WITNESS,,"{0,1,2,3}",,-1.180431366;1.681359887;1.317471743;0.3068369329;-1.753896832;0.1504952013;0.3204144835,8.023117065,7.942534598,9.380505041,1
SUBSET_WITNESS,,"{0,1,2,4}",,-0.5254461169;0.6324200034;-1.23085475;-0.7669141293;-2.141035557;-0.1781703681;-0.07085972279,7.325035572,6.999505614,10.29537362,1
SUBSET_WITNESS,,"{0,1,2,5}",,-1.494852543;2.912137032;1.094271064;0.01586899348;-1.136173248;-1.106217623;0.04837471247,12.30991936,12.07943902,12.64189803,1
SUBSET_WITNESS,,"{0,1,3,4}",,-1.799874783;0.4821977615;1.609254956;1.397005439;0.1790958494;1.264888406;-0.6666429043,11.38113976,11.01776691,11.69896156,1
SUBSET_WITNESS,,"{0,1,3,5}",,-1.614544153;1.319783688;3.403602123;0.9825850129;-0.7895818949;0.0570952706;-0.2788676322,12.76594734,12.08610735,12.9236498,1
SUBSET_WITNESS,,"{0,1,4,5}",,-0.6994270086;1.922746539;1.246354103;0.7866404653;-1.791259646;-0.09502725303;-0.6451505423,7.475661755,7.289432168,8.646997553,1
SUBSET_WITNESS,,"{0,2,3,4}",,-0.1743010134;0.07065393776;0.9465584755;0.2200680077;-0.4815686047;-0.1952832192;0.8522471786,3.820837736,2.998256049,6.174996321,1
SUBSET_WITNESS,,"{0,2,3,5}",,0.7458229661;-0.8446342945;1.542572498;1.100849271;-0.3853806257;0.2155041546;1.187922597,5.078402996,4.869114789,5.521699082,1
SUBSET_WITNESS,,"{0,2,4,5}",,0.4424016476;-0.2558424473;1.466485858;0.2377166003;-1.27769804;-0.8295256495;0.4416564405,4.371284485,4.238442276,6.089687972,1
SUBSET_WITNESS,,"{0,3,4,5}",,-0.104303658;-0.5399280787;1.844538093;1.880705833;0.5685272813;-0.4281450808;0.4332741201,4.058834076,3.911532716,6.603065004,1
SUBSET_WITNESS,,"{1,2,3,4}",,-0.4261950552;0.3758944869;-1.267902136;-0.7585123777;-2.295250177;0.3685704172;-0.412186861,8.027207375,7.858434683,8.20904375,1
SUBSET_WITNESS,,"{1,2,3,5}",,0.7096735835;2.108203411;2.659316778;-1.390712261;-2.302270889;2.289594889;0.0362422131,17.64240074,17.3883511,17.83155811,1
SUBSET_WITNESS,,"{1,2,4,5}",,-0.1594308019;1.586780071;-0.7055882215;-0.146010071;-2.081281662;0.01598431729;-0.7186588645,7.910992146,7.606393123,9.793627724,1
SUBSET_WITNESS,,"{1,3,4,5}",,-1.097783923;1.605865955;1.292324901;1.292292833;1.272089243;1.153340459;-1.117602706,9.575218201,9.379336238,11.1592387,1
SUBSET_WITNESS,,"{2,3,4,5}",,0.706174612;-0.02766924351;1.934121013;1.183374405;1.177128792;0.6963850856;0.3679466546,3.152197123,2.6034863,6.941377041,1
SUBSET_WITNESS,,"{0,1,2,3,4}",,-0.613666296;0.5244172215;-1.098654389;-0.7302331328;-1.927127123;0.4691256881;0.01041955408,7.237489223,6.686730664,12.07257601,1
SUBSET_WITNESS,,"{0,1,2,3,5}",,-1.465358257;2.431880951;1.118464947;0.4498761296;-1.093258858;0.06343536824;0.1185443923,11.34628487,11.00929077,11.54989699,1
SUBSET_WITNESS,,"{0,1,2,4,5}",,-0.3869781792;1.527963638;0.7755298615;-0.8779366612;-1.843451858;0.09507409483;-0.252933681,7.621144295,7.203339288,8.740251666,1
SUBSET_WITNESS,,"{0,1,3,4,5}",,-1.362097144;0.7259334326;1.478849053;1.214120626;1.341480017;0.9008715153;-0.8337020278,10.14759827,9.403167228,12.84990304,1
SUBSET_WITNESS,,"{0,2,3,4,5}",,0.2709286213;-0.2951832116;1.304693341;0.6071891189;0.6421438456;-0.1604532897;0.711499691,4.256790161,3.669850805,22.44909517,1
SUBSET_WITNESS,,"{1,2,3,4,5}",,-0.2950722277;1.008164883;1.372913957;-0.5706594586;-1.667610288;0.3123780489;-0.8433241248,8.307349205,7.951941708,8.574156992,1
SUBSET_WITNESS,,"{0,1,2,3,4,5}",,-0.5357456803;1.642183304;1.267248988;0.8013589382;-1.486063957;0.09565267712;-0.4310656488,7.743653297,,,1
