row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
SUBSET_WITNESS,,"{1,3,5}",,0.4897833169;-1.070787549;-0.3018811345;1.861132264;-0.677518189;0.007984462194;-0.306684792;-0.3695078492;-1.260338426,4.294717312,3.845565402,4.589983758,1
SUBSET_WITNESS,,"{1,3,6}",,0.477489382;-0.572229445;-0.6977162957;1.493720293;-0.7663202882;0.1670912504;0.4400352538;-0.5099369884;-1.195840359,4.085302353,3.832732176,5.278967274,1
SUBSET_WITNESS,,"{1,4,5}",,1.139289737;-0.9776620269;-0.5481892228;1.544937491;0.1583070904;-0.177336216;1.208346963;-0.8801587224;1.056823611,4.520822525,4.563813195,5.670816527,1
SUBSET_WITNESS,,"{1,4,6}",,0.5418070555;-0.734008491;-0.3956855834;1.500206113;-0.0737112388;0.3233645558;0.6289035082;-0.6971299052;0.6152351499,3.991659641,3.234836227,4.430894384,1
SUBSET_WITNESS,,"{1,5,6}",,0.8093644977;-0.8773417473;-0.2540935576;1.412017703;0.2132644951;-0.4254021645;-0.6681447625;-0.3442079723;-0.2411252856,3.616284609,2.386481138,5.25573999,1
SUBSET_WITNESS,,"{2,3,4}",,-1.189205527;-0.2028068155;-0.467849791;0.5201373696;-0.6752579808;0.3310375214;1.11336112;-0.117704846;-0.02247738652,4.677475452,4.307272431,6.829786226,1
SUBSET_WITNESS,,"{2,3,5}",,-0.09185468405;-0.4035574496;-0.9114226699;0.58032763;-1.116519332;0.1441182643;0.02983275056;1.496092796;-0.8950124383,4.104978561,3.927118507,5.454763065,1
SUBSET_WITNESS,,"{2,3,6}",,0.03651873395;-0.08106298745;-0.8031460047;0.5683558583;-1.200556755;-0.2242460549;0.5151379704;0.6554831266;-0.8304241896,3.865060091,3.437811786,5.56048469,1
SUBSET_WITNESS,,"{2,4,5}",,-0.3378736675;-0.554679811;-0.9130804539;0.05796735734;0.1643084884;0.4037444592;0.09617737681;1.182995915;0.1135450006,4.204966545,4.206706752,5.297987456,1
SUBSET_WITNESS,,"{2,4,6}",,-0.1684073061;-0.5162153244;0.005807901733;0.2853347659;-0.8380336165;0.1000541896;0.6434422731;0.4369090199;0.2083416581,4.667464733,4.2738683,4.997821519,1
SUBSET_WITNESS,,"{2,5,6}",,0.08387435228;-0.7001256943;-1.099210739;-0.5367652774;-1.03870666;-0.1077595204;0.2954157889;0.925685823;-0.8361706734,3.503635168,3.264457017,5.205710581,1
SUBSET_WITNESS,,"{3,4,5}",,-0.5457556844;0.3299510479;0.109892264;0.8302615881;-0.2496615797;0.1735682786;1.843121529;-0.6070234776;-0.2334817648,4.304527283,4.270077043,5.084316738,1
SUBSET_WITNESS,,"{3,4,6}",,-0.1437896639;0.6462446451;0.3473874927;1.152919531;-0.315487057;0.5210080147;1.329974771;0.009644378908;-0.1118962467,3.653699636,3.150493827,4.16581329,1
SUBSET_WITNESS,,"{3,5,6}",,0.5798862576;-0.4637019932;0.0104688108;0.9725242853;-0.6672931314;-0.03662203997;0.2679899931;1.258795023;-0.5269660354,3.668336868,3.214608858,5.156391378,1
SUBSET_WITNESS,,"{4,5,6}",,0.5466302037;-0.5375115871;-0.344622314;1.095891833;1.371145368;0.4809842706;0.3427004814;1.23631227;-0.1304721832,2.964922667,2.896638998,5.334176228,1
SUBSET_WITNESS,,"{0,1,2,3}",,-0.4003699422;-0.7785950899;-0.42542696;0.9883841276;-0.3291787505;0.1738085449;-0.1202641055;-1.700199842;0.1940542161,5.428091049,5.135932379,5.93293266,1
SUBSET_WITNESS,,"{0,1,2,4}",,-0.5478221774;-0.7702832222;-0.3724809289;0.7305494547;-0.1034049839;0.001477477374;0.2401329875;-1.165987611;0.5282745361,5.167787552,5.169432323,6.04462293,1
SUBSET_WITNESS,,"{0,1,2,5}",,-0.1106755361;-1.007365346;-1.800029993;0.09458298236;0.04999355972;-0.6186804175;-0.1777997762;-1.063915133;0.9114785194,6.449800491,6.480814415,7.254650769,1
SUBSET_WITNESS,,"{0,1,2,6}",,-0.007655404042;-1.047730327;-0.3608841002;0.5772486925;0.3338209987;0.1991016269;0.0954085812;-1.670461059;0.07491245866,5.374544621,5.208712408,6.03245367,1
SUBSET_WITNESS,,"{0,1,3,4}",,-0.2884716988;-0.7334699631;-0.4810651839;1.394688845;0.1561255455;0.0163627062;0.6755421162;-1.612260342;0.347676903,5.330510139,4.955345584,6.000417255,1
SUBSET_WITNESS,,"{0,1,3,5}",,-0.2118007392;-1.209960461;-0.06657268852;0.9118883014;-0.5145956278;1.394173861;-0.6581865549;-1.752425194;0.1120641828,5.71941185,5.464309545,6.343648101,1
SUBSET_WITNESS,,"{0,1,3,6}",,-0.3035702705;0.3507500291;-0.6730738878;0.961864531;-0.400503993;0.427921623;0.1221223399;-1.62596333;-0.04994557425,5.210513115,5.146089174,5.752356417,1
SUBSET_WITNESS,,"{0,1,4,5}",,-0.02510710619;-0.851885736;-0.9550727606;0.5131949186;-0.0329878442;0.2840060294;-0.2789584398;-0.7882250547;1.180257559,5.233507156,5.009078055,5.874798781,1
SUBSET_WITNESS,,"{0,1,4,6}",,0.194345817;-0.7709556818;-0.002141003963;0.98530972;0.4636895359;0.5358912945;0.1027037799;-1.437018991;0.9208742976,4.701223373,4.553328937,5.225210309,1
SUBSET_WITNESS,,"{0,1,5,6}",,0.1910132319;-0.9828541279;-0.2274043411;1.404667974;0.1129504889;-0.04912053421;-0.01046864688;-1.295014143;0.5739458203,5.003288269,4.537605416,5.47028875,1
SUBSET_WITNESS,,"{0,2,3,4}",,-1.263034344;0.613835752;0.02165388875;1.140737176;-0.8382132649;0.1034514457;-0.1239554062;-1.128863573;0.2571552992,5.638328075,5.176033054,7.537844475,1
SUBSET_WITNESS,,"{0,2,3,5}",,-0.8058268428;-1.422958612;-1.634836435;0.6358901858;-0.3713129461;1.696793556;0.1349897683;-1.208776832;-0.6767163873,7.356627464,7.231099481,8.864710767,1
SUBSET_WITNESS,,"{0,2,3,6}",,-0.5723779202;0.4503397942;0.289401859;0.6947094202;-1.009130836;-0.09878991544;0.9637697935;-1.384059787;0.1141886935,5.192484856,4.703596318,6.104325992,1
SUBSET_WITNESS,,"{0,2,4,5}",,-0.3723524213;-0.8074352145;-1.041890979;-0.004496332258;0.1548136026;0.3778466284;-0.06843400002;-0.4895415604;0.7696794271,5.735964775,5.907543448,6.730341835,1
SUBSET_WITNESS,,"{0,2,4,6}",,-0.7495998144;0.02812655829;0.07337120175;0.3065796196;-0.9006108642;0.02485784143;0.5769116282;-1.094070196;0.1082768515,5.291376114,5.040545136,5.757804814,1
SUBSET_WITNESS,,"{0,2,5,6}",,0.05591281876;-1.336472154;-0.7087584138;0.1097941697;0.2089222074;1.328651667;0.5308890939;-1.701952219;0.1821396649,5.507957458,5.600370748,6.071494433,1
SUBSET_WITNESS,,"{0,3,4,5}",,-0.7545663118;0.5365899801;0.1929999292;0.6315799356;-0.7216956019;-0.1895182431;1.823909163;-0.6836928725;0.3689270616,5.716711998,5.234916452,6.174995931,1
SUBSET_WITNESS,,"{0,3,4,6}",,-0.6091992259;0.5886182785;0.4388768673;1.144647121;-0.8008152246;-0.05159601569;0.3805413246;-0.9565537572;0.364697963,5.218113422,4.594944296,6.205608356,1
SUBSET_WITNESS,,"{0,3,5,6}",,-0.1603625119;0.07224783301;-0.06521072239;0.09874968976;-0.6056823134;1.529043555;0.213709712;-1.7864573;-0.07844164968,5.841760635,5.839924335,6.290623099,1
SUBSET_WITNESS,,"{0,4,5,6}",,0.2442676574;-0.7448951602;-0.6509075165;-0.0193311125;-0.002139012562;0.6589986086;-0.1106437147;-1.027470827;1.079967976,4.929853916,4.197892151,5.215041561,1
SUBSET_WITNESS,,"{1,2,3,4}",,-0.7260311842;-0.7827497721;-0.7759375572;0.9434945583;-0.5390890837;-0.1494879276;-0.3049371243;-0.7205294967;-0.3594480753,5.953401566,5.938280678,7.032135029,1
SUBSET_WITNESS,,"{1,2,3,5}",,-0.09921222925;-1.366294861;-1.211415768;0.6906099916;-0.9722442627;0.06886963546;0.8843733668;-0.01355967205;0.01858837157,5.468191147,5.047909572,5.802493747,1
SUBSET_WITNESS,,"{1,2,3,6}",,0.2621546388;-0.8739321828;-0.4674712121;0.9531264305;-1.043180108;0.3988268971;0.2823120356;0.3689814508;-0.5001626611,4.442800045,4.069396328,5.379004718,1
SUBSET_WITNESS,,"{1,2,4,5}",,-0.2141401023;-0.6286807656;-0.9475248456;0.1904250681;-0.2925372124;-1.062818885;0.9186114669;-0.1298948526;0.007446313277,5.187250137,5.026193929,5.403279593,1
SUBSET_WITNESS,,"{1,2,4,6}",,-0.4397346973;-0.7178040743;-0.2253380269;0.7435494065;-0.1369109899;-0.9539643526;-0.09226244688;0.02472397126;0.2514017522,4.796485901,4.771536984,6.056482193,1
SUBSET_WITNESS,,"{1,2,5,6}",,0.3108674586;-0.6217858791;-0.7452312708;0.6938391924;0.1111883298;0.2719993591;0.0434400849;-0.1534990519;-0.5018888712,4.500185013,4.496458521,4.869926412,1
SUBSET_WITNESS,,"{1,3,4,5}",,-0.02257982641;-1.301407933;-0.6496999264;1.398833513;-0.5599848628;0.01456629112;1.455279827;-0.6828039289;-0.05741556734,5.595279694,5.333661021,5.967420528,1
SUBSET_WITNESS,,"{1,3,4,6}",,-0.04463646933;-0.4298295677;-0.4841812253;1.315332413;0.06431314349;0.5074264407;0.8333458304;-0.7998211384;0.2678494155,4.963131905,4.418364963,5.330234881,1
SUBSET_WITNESS,,"{1,3,5,6}",,0.6475147605;-0.5867754817;-0.1886921674;1.374555349;-0.7005098462;0.3125350177;0.2635474205;-0.5162490606;-0.8577539325,4.150044918,3.714215419,6.741414559,1
SUBSET_WITNESS,,"{1,4,5,6}",,0.61361444;-0.5909223557;-0.06017941982;1.293618321;-0.4636003375;0.2626995444;0.6122099757;-0.1585025638;0.4255563617,4.243170738,3.837953967,5.383546607,1
SUBSET_WITNESS,,"{2,3,4,5}",,-0.4568652809;-0.8709503412;-0.8738886714;0.5037558675;-0.4282527268;0.3794171214;1.353927255;0.4817085266;-0.3302551806,5.150681973,4.726530739,5.592727219,1
SUBSET_WITNESS,,"{2,3,4,6}",,-0.8523521423;0.3316211104;-0.06773263961;0.8170620799;-0.7935044169;-0.01621561311;-0.2227172703;0.343903631;-0.1592092663,4.688523293,4.363426032,6.65296207,1
SUBSET_WITNESS,,"{2,3,5,6}",,0.1726822108;-0.7247655988;0.4198868871;0.6831123829;-0.9370290637;0.04993859679;-0.01894995198;1.074671865;-0.6551722884,4.110535622,3.704875226,5.438835172,1
SUBSET_WITNESS,,"{2,4,5,6}",,0.2642588615;-0.5171032548;-0.9108121991;-0.2476788908;-0.8041419387;0.05644201115;0.5796145201;1.122349143;-0.05489389971,4.394983292,4.202256171,5.980240012,1
SUBSET_WITNESS,,"{3,4,5,6}",,-0.1451916993;-0.4412710369;0.4328917265;1.147161603;-0.3529389799;0.304900527;1.26944232;-0.1408536285;-0.2441155463,4.143165112,3.384409804,6.559839893,1
SUBSET_WITNESS,,"{0,1,2,3,4}",,-0.557805717;-0.8989910483;-0.4963018;1.187205553;0.3063994348;-0.01852096617;0.8807444572;-1.466689944;0.04369810224,5.500758648,5.538985481,6.926708398,1
SUBSET_WITNESS,,"{0,1,2,3,5}",,-0.4810227156;-1.111345768;0.05506891385;1.652340889;-0.5172215104;0.3352998197;-0.2645891905;-1.653207183;-0.08573254943,6.243151188,6.12883909,6.955287952,1
SUBSET_WITNESS,,"{0,1,2,3,6}",,-0.2250944674;-0.5602009296;-0.5336290598;1.221627474;-0.1453286856;0.1547810137;0.4158616066;-1.718468904;0.1255085319,5.730553627,5.832227096,6.202223035,1
SUBSET_WITNESS,,"{0,1,2,4,5}",,-0.3445241749;-1.082542181;0.2016063333;1.230389476;0.08495718241;-0.09742210805;0.0897359103;-1.277597785;0.3258777857,5.471732616,5.246795855,6.18091942,1
SUBSET_WITNESS,,"{0,1,2,4,6}",,-0.04927619547;-0.9150807858;-0.1262830645;0.585760653;0.2364811152;0.05653370917;-0.04939895868;-1.417126775;0.1772250682,5.34269619,5.17021215,6.120181792,1
SUBSET_WITNESS,,"{0,1,2,5,6}",,-0.08883365989;-1.011098504;-0.06351269037;1.25398016;0.1529767513;0.02843585052;-0.4942425489;-1.59320116;0.04854381084,5.539099216,5.376328233,6.253795052,1
SUBSET_WITNESS,,"{0,1,3,4,5}",,-0.03175648674;-1.228711843;-0.2640304565;1.057908893;0.1419464201;-0.2358898222;1.089522123;-1.411646843;0.5759647489,5.512960434,5.437388909,6.176351096,1
SUBSET_WITNESS,,"{0,1,3,4,6}",,-0.2701577544;-0.1792185158;-0.3866434991;1.290106893;-0.1535963267;0.2664253712;0.2943088114;-1.519698501;0.3214965165,5.227466106,5.295356004,6.530628513,1
SUBSET_WITNESS,,"{0,1,3,5,6}",,-0.1414666176;-0.5620085597;-0.1360742301;1.421907067;-0.5288233757;0.05855706334;0.3451310098;-1.734405279;0.1257237345,5.973938465,5.86839617,6.595454818,1
SUBSET_WITNESS,,"{0,1,4,5,6}",,0.1613203287;-0.7576973438;-0.1508927047;0.6299408674;0.2989085615;0.4922973514;-0.1432178915;-1.151041389;1.049722791,5.097031116,4.728041322,7.926061232,1
SUBSET_WITNESS,,"{0,2,3,4,5}",,-0.288071692;-0.8191350102;-0.7441438437;-0.0139124319;0.8687381744;-0.0140380878;0.9356842041;-1.313140512;0.5354576111,5.688890934,5.5899589,6.043217871,1
SUBSET_WITNESS,,"{0,2,3,4,6}",,-0.8252069354;0.4867059886;0.1952340156;0.815441072;-0.8296960592;-0.1568710357;0.6880170107;-1.182029366;0.3813659847,5.3671031,5.167195458,7.704577697,1
SUBSET_WITNESS,,"{0,2,3,5,6}",,-0.7592019439;-1.245145321;0.3573759496;0.5420886278;-1.247661829;-0.523571074;1.226939678;0.2936117649;-0.5655522943,7.757658482,7.556208155,8.472741207,1
SUBSET_WITNESS,,"{0,2,4,5,6}",,-0.02889352851;-0.9400618076;-0.9997853637;-0.2008643448;-0.3811271489;0.1996289492;0.7714013457;-1.32140255;0.6413651705,5.409810066,5.536561717,6.365372533,1
SUBSET_WITNESS,,"{0,3,4,5,6}",,-0.4180281758;0.2965279818;0.2490636259;0.7252215147;-0.6735733151;-0.04547739774;1.268392563;-0.5643430948;0.4092344344,5.54592371,5.032143322,7.168942083,1
SUBSET_WITNESS,,"{1,2,3,4,5}",,-0.3399066031;-1.121156454;-1.064208508;0.4375718236;-0.7707900405;0.08272954822;1.089480162;-0.2453557104;0.3426349759,5.890082836,5.789215751,6.002857722,1
SUBSET_WITNESS,,"{1,2,3,4,6}",,-0.1633545458;-0.7050065398;-0.6721624732;0.9215432405;-0.7610374689;0.02451588213;0.02249434032;0.09336277097;-0.1622086465,5.053126812,4.686844453,5.340343377,1
SUBSET_WITNESS,,"{1,2,3,5,6}",,0.3872860074;-0.07923298329;-0.8166899681;1.024684429;-0.8487468958;-0.2175747603;-0.2177490443;-0.05827622861;-0.6260542274,5.256617546,4.737279557,6.80474544,1
SUBSET_WITNESS,,"{1,2,4,5,6}",,0.1510251015;-0.7174472809;-0.91150105;0.1148194149;-0.3063104749;-0.9528029561;0.7083329558;-0.07018612325;0.13537848,5.059933662,4.357187863,6.766082689,1
SUBSET_WITNESS,,"{1,3,4,5,6}",,0.4280511737;-0.5020166636;-0.3216583729;1.537232518;-0.6800304651;0.4139981568;0.5414037108;-0.03520239145;-0.03869141266,4.739056587,4.59978008,7.991321176,1
SUBSET_WITNESS,,"{2,3,4,5,6}",,-0.3007550836;-0.8564677238;-0.01810216717;0.4330388904;-0.5758724809;0.2784684002;1.281920671;-0.05787174776;-0.1483590901,4.767752171,4.295925604,7.253571631,1
SUBSET_WITNESS,,"{0,1,2,3,4,5}",,-0.1499730498;-1.240984201;-0.2355514616;0.5466184616;-0.002719015349;-0.544388473;0.8161360025;-1.295848012;0.3972504735,5.652448654,5.391759521,5.988579567,1
SUBSET_WITNESS,,"{0,1,2,3,4,6}",,-0.205961287;-0.8684484959;-0.4789885581;1.020518661;0.6542529464;0.2690427601;0.6562134027;-1.308655143;0.2597724497,5.568524837,5.451328244,6.166528418,1
