row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SUBSET_WITNESS,,"{1,4}",,1.520978689;-0.8243681192;-0.2035100907;1.031434894;-0.1859169751;0.06982332468,2.376665592,1.604467531,3.268105292,1
SUBSET_WITNESS,,"{2,3}",,0.5925379992;-0.7054944634;0.4574019611;-0.5799539685;-1.873610258;0.08696734905,2.758225441,2.618710573,3.705747582,1
SUBSET_WITNESS,,"{2,4}",,1.356070518;-1.302667022;0.05786520243;0.5997498631;-0.7317770123;-0.7552000284,1,0.9470262507,3.753685304,1
SUBSET_WITNESS,,"{3,4}",,0.8483884931;-0.8060262799;1.131526351;-0.5454769135;0.2425391227;-0.537766695,2.62660265,1.56211669,2.876606381,1
SUBSET_WITNESS,,"{0,1,2}",,0.7600931525;-0.5656203628;0.5049906969;0.3876932859;-1.034332275;1.480474591,6.069108963,5.976877593,6.734136626,1
SUBSET_WITNESS,,"{0,1,3}",,0.02433093265;0.1661808789;0.6752237678;0.002475076821;0.6220479012;0.4100018442,3.0476439,2.823755553,5.866584904,1
SUBSET_WITNESS,,"{0,1,4}",,0.5104715228;-1.040318608;0.1542393863;1.341617465;0.5242069364;0.5881427526,3.48648262,3.14728801,4.449324033,1
SUBSET_WITNESS,,"{0,2,3}",,-0.04715364054;-1.025823355;0.4526984394;1.076621413;-1.396811604;0.4283880889,4.755546093,4.693104004,5.088592051,1
SUBSET_WITNESS,,"{0,2,4}",,0.7799696922;-2.26971674;0.08238062263;0.7775414586;-1.159797907;1.375168204,7.333685875,7.121046238,7.529263496,1
SUBSET_WITNESS,,"{0,3,4}",,-0.04277122021;-1.141310573;0.0594669953;0.938190341;-0.04632131755;0.1007635891,3.544030428,2.446784201,3.795688709,1
SUBSET_WITNESS,,"{1,2,3}",,1.117790222;-0.3852118552;0.4954411983;-1.419599891;-0.4992864728;0.1269673556,2.664506197,2.600750167,3.251725525,1
SUBSET_WITNESS,,"{1,2,4}",,1.312381983;-0.5499871373;0.1600476354;0.09789837897;-0.6223396659;-0.09160611033,2.47262907,2.392748713,4.008691674,1
SUBSET_WITNESS,,"{1,3,4}",,0.9887342453;-0.896954596;1.150615692;-0.3489475548;0.0003359013353;-0.3320807219,2.751951694,2.319016803,3.042110869,1
SUBSET_WITNESS,,"{2,3,4}",,0.7384961843;-1.093050003;0.7614550591;-0.2040548623;-1.582917809;-0.1860717535,2.74960804,2.251983024,3.767539793,1
SUBSET_WITNESS,,"{0,1,2,3}",,0.2850705385;-0.452873975;0.3804297149;0.7489212751;-0.865211308;0.5172624588,4.259534359,4.181036942,4.60328018,1
SUBSET_WITNESS,,"{0,1,2,4}",,0.9398448467;-1.132889986;0.2442587614;0.2924655378;-0.7802772522;1.084706068,5.548977375,5.278200791,5.769724086,1
SUBSET_WITNESS,,"{0,1,3,4}",,0.03609596193;-1.086296916;0.695427537;0.5206249952;0.2639165223;-0.04727159813,3.68684864,3.598138635,5.202571835,1
SUBSET_WITNESS,,"{0,2,3,4}",,-0.04112249613;-1.379149675;0.3828804791;0.5784202814;-0.8908444047;0.1389257312,4.335752487,4.052377312,4.587290948,1
SUBSET_WITNESS,,"{1,2,3,4}",,0.8365308046;-0.8271071315;0.4535642266;-0.2894898653;-1.306891441;-0.1197384968,2.838179827,2.318033671,7.631487212,1
SUBSET_WITNESS,,"{0,1,2,3,4}",,0.2601036727;-0.9038202167;0.4221954942;0.6412759423;-0.597872138;0.2163093686,4.140060902,,,1
