k,m,run_id,d_max,points_json,subset,witness_json,delta
14,2,1,5,"[[-3.100498764904546, 2.0880887134815085, -2.0449457839565524, 2.7101006740311995, 2.5400297840934583, 3.1568242290838313, 1.0165150887334362, -2.777442914749649, 0.08751703374889619, -3.976211208643589, -3.9036992544185347, 4.319045784329639, 3.7866624188836715, -0.14908315169778086], [1.5813698954604405, -2.294144838278853, -3.235324784928606, -3.751790114795238, -1.498752010316745, -4.724033338620868, -1.7886880601989064, 1.2936686558784782, 2.457637728494589, -0.9990757775764536, 4.721604247013531, 1.327909447517145, 1.115482342863603, -2.3547167731627363], [-3.429363432421911, 1.9917012219570673, 2.6836808479668472, 1.3187383385471885, 3.7666625574721824, 3.8807790406856246, -3.354435857331172, -0.1964306646190339, -2.0922477400818784, 0.9777207317626035, 3.55727604544792, 2.0149000864250963, 1.3190773044424042, 3.8571027775181577], [-1.6049897661932555, 3.1221348218019482, 3.5365425447190857, -1.3467364783647062, -2.962980913150015, 2.435389847582009, 2.266014619839197, -4.884348917585926, -0.21466140718872428, 2.7542333921534414, 0.6452859608313721, -0.4623602831351581, 0.43771546455214194, -0.024224755507105122], [3.2012517813919517, 4.684886510207108, 1.728585917507477, 2.6922194216537845, -1.0823359152346523, 0.4969820121171675, 1.6602585613797216, 1.9684555760707145, 0.09299064861523876, 2.4401309112445437, 3.6682075087566735, -2.088891433209729, -1.0094829239258174, 3.6490672646419786]]",__POINTS__,,
14,2,1,5,,1,"[-0.9857349803231023, 3.4295095084260874]",97.8472751919156
14,2,1,5,,2,"[-2.2451565774920277, 1.0798529898005522]",56.19277155284526
14,2,1,5,,3,"[-3.428437386867213, 1.5178456180381128]",62.18433887904578
14,2,1,5,,4,"[-0.7754019658675564, 0.3769962964705366]",74.76304308415303
14,2,1,5,,5,"[3.9345993573135996, 1.1848115894450488]",40.66168421095011
14,2,1,5,,"1,2","[-1.0064615284075862, 3.001165625879822]",96.6799450767022
14,2,1,5,,"1,3","[-0.3965000793592433, 2.9333520478166917]",92.26669664751905
14,2,1,5,,"1,4","[-5.036338023045302, -0.5507189856656691]",120.3621816071004
14,2,1,5,,"1,5","[-0.7206908860363551, 5.055162743747878]",110.6105378833667
14,2,1,5,,"2,3","[-3.078043960195725, 1.5035510045029112]",62.310206247609685
14,2,1,5,,"2,4","[-1.6046430487535412, 0.40785209455305216]",74.06245476781216
14,2,1,5,,"2,5","[-0.9641202100693197, 1.3791543989873754]",68.2929759383128
14,2,1,5,,"3,4","[-3.924684194501189, 0.37272568484713114]",79.459471977062
14,2,1,5,,"3,5","[-0.9662839171940049, 1.4933564664138625]",68.25852927410331
14,2,1,5,,"4,5","[1.6845626431553224, -0.12333392841230184]",70.120273601097
14,2,1,5,,"1,2,3","[-0.6388318326875189, 2.9037489734534994]",92.94183031624758
14,2,1,5,,"1,2,4","[-2.761345424066845, -0.492591604818611]",115.14460855783669
14,2,1,5,,"1,2,5","[10.157543499719685, -9.961699938186488]",1350.2222929571008
14,2,1,5,,"1,3,4","[-0.4013652644819763, 2.943366110592829]",92.68823426951813
14,2,1,5,,"1,3,5","[-0.4376414964759236, 2.7194095970205314]",92.07472056677786
14,2,1,5,,"1,4,5","[2.1105694115202804, -5.852966546063147]",188.68619417640156
14,2,1,5,,"2,3,4","[-1.9568290785177884, 0.6216490945561534]",74.78049594962822
14,2,1,5,,"2,3,5","[-0.9746220737096571, 1.426215698760208]",68.31787305947613
14,2,1,5,,"2,4,5","[-0.6950585106650239, 0.6058937311123552]",75.40032495199692
14,2,1,5,,"3,4,5","[-0.051181441714486485, 0.9950125039728367]",77.1422535588075
14,2,1,5,,"1,2,3,4","[-0.5365095054544377, 2.9931314405593006]",95.63961414448688
14,2,1,5,,"1,2,3,5","[-0.46474928537856935, 2.629743133601791]",92.1038593700952
14,2,1,5,,"1,2,4,5","[0.07585723402456994, -1.5175584227353365]",116.06973304585692
14,2,1,5,,"1,3,4,5","[-0.38135967181654373, 2.6522078713982458]",92.02731519699364
14,2,1,5,,"2,3,4,5","[-1.0604592082782263, 0.7350352085277385]",75.7506504334191
14,2,1,5,,"1,2,3,4,5","[-0.4220242172330651, 2.5612951938967576]",92.06958753516547
