k,m,run_id,d_max,points_json,subset,witness_json,delta
11,2,1,5,"[[-2.0397641054949514, -4.485277949081392, -2.7517709886923623, -4.167292449798251, -2.2100495399978906, -1.398258041278464, -2.4202097090679766, 2.1884212536842886, -2.038217304340936, 2.248555350286768, -2.236601167954868], [4.466975472365009, -2.0375031140800792, -1.9023391771805387, 4.816500636697233, 1.0516332027584196, 3.103304227381143, 4.132891148351137, -0.3968473629069924, 1.9880325424111023, 1.3225329462001134, 0.7366235879374594], [-3.7080503008519363, -2.0124615189121045, -2.7675085292712343, 3.9116415063387633, 2.9227948934488026, 2.982319376530632, 4.955360974832354, 1.6749950197044172, 3.87572952814361, 1.972823067375311, -0.2240100117386068], [1.0959800245864781, -2.5279469774804286, 0.7654944504968875, -0.08391394167362898, -2.4180722546326927, -2.1537812398753675, -4.750026860388631, 1.2797050831965728, 1.4028521058846222, -3.4356049644551154, 0.8285557800374177], [-3.194674884645047, -3.566788653785926, -4.309502365090038, -2.3758116699231477, -0.6225689739572338, 0.30146307621767177, 2.4181843944071346, -1.1896799322569818, 0.13263528412455594, 3.376075973652448, -2.150113902714942]]",__POINTS__,,
11,2,1,5,,1,"[-2.7820582875543507, 0.04029269563342828]",26.740110135368116
11,2,1,5,,2,"[4.459460434924194, 1.2623032531965699]",48.769431105768334
11,2,1,5,,3,"[-2.829340229570876, 2.758956792992406]",19.61110418233917
11,2,1,5,,4,"[-1.2544134283563564, 0.016642667295979283]",43.072731449996226
11,2,1,5,,5,"[-3.3617487445231236, 0.3237683386887143]",24.986627084070296
11,2,1,5,,"1,2","[1.5448022583752758, -2.6930531808948186]",69.10769335906629
11,2,1,5,,"1,3","[-2.787200791559998, 1.4079078346983553]",34.21909768098041
11,2,1,5,,"1,4","[-1.3015144582757496, -0.05935250002819769]",42.99107047691299
11,2,1,5,,"1,5","[-2.7970104069629715, 0.061476078170471835]",26.743481594413893
11,2,1,5,,"2,3","[0.1621285885886475, 2.097337900145289]",49.959677005490484
11,2,1,5,,"2,4","[-0.19409041400307964, 1.4933451119970615]",53.25881060706904
11,2,1,5,,"2,5","[0.7955506538387727, -4.585857607337722]",92.93169105477988
11,2,1,5,,"3,4","[-1.0983089213318598, 1.3199034762218766]",45.167506795516374
11,2,1,5,,"3,5","[-3.171816445163593, 1.4407253603632095]",33.864847197714816
11,2,1,5,,"4,5","[-1.253846286409512, 0.07816982689641232]",43.08824107265554
11,2,1,5,,"1,2,3","[1.79326800235975, -3.657860028936941]",98.89897573881372
11,2,1,5,,"1,2,4","[1.4980362201712516, -1.2727772190373843]",61.50719231532391
11,2,1,5,,"1,2,5","[0.6283731179491304, -6.394529440708617]",118.60771284510156
11,2,1,5,,"1,3,4","[-1.6264926311533607, 1.8975135662065135]",49.02519904401037
11,2,1,5,,"1,3,5","[-2.851182979639906, 1.4067595969529407]",34.24003359911212
11,2,1,5,,"1,4,5","[-1.439347109551585, 0.018977980375412148]",42.834478135301296
11,2,1,5,,"2,3,4","[-0.4069647988490461, 2.054448281136811]",50.990311705075094
11,2,1,5,,"2,3,5","[1.140206053327374, -4.79816771296305]",106.90765973042693
11,2,1,5,,"2,4,5","[-0.45277418426136096, 1.054736653427268]",59.79013216653751
11,2,1,5,,"3,4,5","[-1.2639996962254383, 1.2399056160321593]",45.42210793321039
11,2,1,5,,"1,2,3,4","[-1.1576470400620187, 1.9170277355558567]",55.54408445283283
11,2,1,5,,"1,2,3,5","[-2.817044578146023, 2.315012754583734]",77.2184036653675
11,2,1,5,,"1,2,4,5","[-0.5611480165932841, 0.8709845784480473]",63.56060308998853
11,2,1,5,,"1,3,4,5","[-1.370941255055258, 1.1822279486578888]",45.887640266626335
11,2,1,5,,"2,3,4,5","[-1.017015618515365, 1.7383596577100138]",55.24058324311992
11,2,1,5,,"1,2,3,4,5","[-1.1456412628681496, 1.8878698959455538]",55.53798620937993
