k,m,run_id,d_max,points_json,subset,witness_json,delta
6,2,1,5,"[[4.218259497678819, -4.315069860119721, -3.854810920093037, 0.7267209067418734, 4.667309318082733, -0.9268717608537791], [2.1822832790736624, 2.4186058452663373, -1.4169515986297843, -1.8283592463015408, 0.42818980483767866, 1.5898270095665634], [4.072999724242148, -3.9349429644971803, 2.3416943062228257, -3.166505803487467, -4.920138118789637, 4.175926939868936], [4.068642741193701, 0.3123707606555304, -4.576028717002881, -1.6310291695590795, 1.263725875743389, 1.0141398954453718], [-2.7053613615819194, 4.1920220969957525, 1.9745437033180036, -1.110835386927056, 4.0977703178612535, 0.18322000200871824]]",__POINTS__,,
6,2,1,5,,1,"[-0.3083528587217984, -11.038293756063817]",177.19081189832667
6,2,1,5,,2,"[2.3013273389224573, -0.3073682031965579]",7.712910059376846
6,2,1,5,,3,"[-2.483554581667369, 6.54379952835891]",80.38814173432256
6,2,1,5,,4,"[5.150439666488316, -0.7924935679539775]",24.901252823171795
6,2,1,5,,5,"[-2.715622589093422, 1.8714727079907292]",22.096438209662328
6,2,1,5,,"1,2","[-0.7753648350935195, -8.932399328985968]",142.91621899003857
6,2,1,5,,"1,3","[-5.799872775842014, 8.52181846309873]",253.0822923657584
6,2,1,5,,"1,4","[7.74976404998601, -2.4738250209724653]",81.40118728711141
6,2,1,5,,"1,5","[-3.5374162203658504, 2.9862795441696486]",84.10020989506833
6,2,1,5,,"2,3","[-1.4151425452098485, 5.072262613129382]",66.73860772348687
6,2,1,5,,"2,4","[4.0686109740192355, -0.7233642703553853]",23.707073939078004
6,2,1,5,,"2,5","[-1.0370625592063085, 1.7744031546169905]",24.922658725788146
6,2,1,5,,"3,4","[7.790990165173072, -4.732551845136954]",146.35327453288676
6,2,1,5,,"3,5","[-2.901796461311183, 5.34853097459242]",82.72814326066721
6,2,1,5,,"4,5","[-3.5476632981042573, 3.1346956452187453]",85.63628738684135
6,2,1,5,,"1,2,3","[-4.840118524787551, 7.7329809820132285]",198.68181310963848
6,2,1,5,,"1,2,4","[4.218227484631342, -0.7405444616573055]",53.90835542716588
6,2,1,5,,"1,2,5","[-3.493953056886265, 1.6535221961967992]",76.88298010854575
6,2,1,5,,"1,3,4","[7.880800379403222, -3.043588649151407]",99.95308273331221
6,2,1,5,,"1,3,5","[-3.777178879523455, 4.073558945008621]",100.78055988841513
6,2,1,5,,"1,4,5","[-3.5580957756569016, 3.006959103824989]",84.90761527531612
6,2,1,5,,"2,3,4","[-1.3169713286977767, 4.9181705361157615]",66.24591191235538
6,2,1,5,,"2,3,5","[-1.5744476246304877, 4.818094224887149]",66.94244037992841
6,2,1,5,,"2,4,5","[1.2895960353346956, 0.18415199252668876]",38.500829637095315
6,2,1,5,,"3,4,5","[-3.4703264550520063, 4.081617486550953]",93.10037879917518
6,2,1,5,,"1,2,3,4","[4.087291530938292, -1.0970710941761002]",66.58173824491193
6,2,1,5,,"1,2,3,5","[-5.170575164915501, 4.233135558899668]",147.48694181890667
6,2,1,5,,"1,2,4,5","[3.073472391334362, -0.7169659717930027]",55.221672670317844
6,2,1,5,,"1,3,4,5","[-3.653044801720849, 3.9812211522011314]",97.58828357836245
6,2,1,5,,"2,3,4,5","[-1.121105270527356, 4.163578955395599]",65.50385656856605
6,2,1,5,,"1,2,3,4,5","[3.599684265428129, -1.090887343727985]",66.80598286786534
