k,m,run_id,run_index,is_best_run,base_seed,run_seed,T,sampler,sampler_params_json,d_max,points_json,subset,witness_json,delta,history_json
3,3,1,1,1,42,42,2,uniform,{},6,,"2,3,5,6","[0.1722540532057315, -14.302746216414189, 3.062232305761209]",171.1786863556668,
3,3,1,1,1,42,42,2,uniform,{},6,,"2,4,5,6","[-1.2138388911116034, -2.7867231560474424, 0.7155756262466619]",28.103834827237286,
3,3,1,1,1,42,42,2,uniform,{},6,,"3,4,5,6","[-0.916323559760044, 2.650392608855964, -0.3238526618953813]",24.015118113790212,
3,3,1,1,1,42,42,2,uniform,{},6,,"1,2,3,4,5","[0.12126590873278566, -3.2754690030538836, -0.06287106045416245]",27.267820917064622,
3,3,1,1,1,42,42,2,uniform,{},6,,"1,2,3,4,6","[1.5134402569838075, -2.69617841907291, 1.2831326562236218]",29.086316837097442,
3,3,1,1,1,42,42,2,uniform,{},6,,"1,2,3,5,6","[2.061221035445388, 2.7060903716659332, -0.6494724500161508]",41.38524110713359,
3,3,1,1,1,42,42,2,uniform,{},6,,"1,2,4,5,6","[-1.175583433133086, -2.723425793558577, 0.7052740352136813]",28.10974668274985,
3,3,1,1,1,42,42,2,uniform,{},6,,"1,3,4,5,6","[-0.5009990953515311, 2.0009488744482558, -0.12307580970683668]",25.042143025249437,
3,3,1,1,1,42,42,2,uniform,{},6,,"2,3,4,5,6","[-2.432162684561424, 4.830622471942292, 0.09052842394906623]",43.82978182230683,
3,3,1,1,1,42,42,2,uniform,{},6,,"1,2,3,4,5,6","[0.1831188564316025, -2.562740284146738, 0.549908182377722]",32.62470510734143,
